name,group,value
trustworthy,3,38.3
california,7,29.1
vote 🗳️,1,57
gas,7,33.7
gasoline,2,48
oil,8,32.8
nft,11,32.4
virtual assets,1,27
taj mahal,21,25.1
bitcoin,19,26.8
alto k10,4,25
maruti suzuki,19,32.5
automobiles,30,22.6
alto,4,25
electric vehicles,20,21.1
tata motors,4,26.5
mahindra,9,24
vehicles,6,23.7
hyundai tucson,2,25
automobile,19,18.9
sports cars,20,32.9
poem,96,21.6
ai,76,14.5
paksafghangambit,87,13
#inspiration,5,30.4
#light,2,46
jharkhand,7,30.6
jmm,2,46
manish tewari,2,46
bihar,21,33.0
nitish kumar,33,24.9
prime minister modi,14,28.8
punjab,66,34.6
photo,44,30.5
kcr,3,46
chintan shivir,5,46
bhagwant mann,12,36.8
cm candidate,1,46
prime ministerial candidate,1,46
mamata banerjee,25,23.0
third front,1,46
hardik patel,1,46
sunil jakhar,1,46
national tourism day,1,46
uttar pradesh,58,25.1
rpn singh,2,46
team india,2,37
virat kohli,53,24.3
captain,7,26.7
samajwadi party,8,26.6
akhilesh yadav,5,42.4
lok sabha,3,28.7
ambedkar jayanti,4,30
mahatma gandhi,12,24.2
disaster,5,30.8
ak antony,1,46
people,35,23.8
union budget 2022,9,40.7
aam aadmi party,17,21.8
himachal pradesh,38,29.5
rajya sabha,13,39.8
horse-trading,1,46
cwc,4,39.8
presidential election,19,26.6
united nations,74,21.0
sharad yadav,10,72.1
lalu prasad,5,39.2
budget session 2022,6,32
rajya sabha elections 2022,3,37.3
goa,137,31.9
lop,1,46
michael lobo,1,46
digambar kamat,2,49
tejashwi yadav,1,46
janata dal (united),1,46
rjd,2,46
navjot singh sidhu,4,46
charanjit singh channi,8,35.1
mlc,1,46
trinamool congress,6,35.3
shatrughan sinha,1,46
rajasthan,9,27.6
maharashtra,20,25.8
shiv sena,16,25.3
ncp,1,46
manali,11,26.5
restrictions,4,38.8
lockdown,16,25.4
chintan,820,19.3
apples,5,26.4
national herald case,15,27.2
gandhis,1,46
sp,1,46
kapil sibal,3,26.3
uttarakhand,30,28.2
manipur,38,23.5
symbol,1,46
ghulam nabi azad,2,33.5
cms,1,46
youth congress,1,46
talent shows,1,46
holi,34,27
young leaders,2,46
chinar,5,27.6
goddess kaali,2,33
mahua moitra,4,27.2
memory,8,32.4
dissidents,3,46
jawaharlal nehru,22,28.8
day,8,23.8
pci,1,46
jagdeep dhankhar,4,26.8
president of india,13,24.1
micheal lobo,1,46
pramod sawant,2,39
captain amarinder singh,2,29
dissenters,1,46
yogi adityanath,12,32.1
exodus,2,34
deras,1,46
2020 elections,1,46
judge,3,29
crisis,7,29
rajapaksa,3,29.3
non-violence,1,46
congresspresidentship,3,29.3
assembly elections 2022,90,23.2
parliament,13,32.6
north korea,8,25.8
icbm,2,34
ann meyers drysdale,1,46
itbp,46,52.4
ladakh,41,24.1
ice hockey,4,50.2
himveers,25,60
k9,2,60
up elections 2022,8,31.9
international day of yoga,8,44.8
oxygen,2,41
har ghar tiranga,17,22.1
azadi ka amrit mahotsav,10,31.7
himalayas,10,29.3
chhattisgarh,4,41.2
civic action program,2,60
amarnath,5,33.2
amarnath cloudburst,1,60
world women's boxing,1,60
home minister of india,4,24
amit shah,57,15.9
arunachal pradesh,16,22.3
snow leopard,2,43
therapy dogs,1,60
mountain lovers,5,33.8
mountaineering,6,42.2
mountaineer,14,24
himveer,2,60
ski championship,1,60
auli,1,60
iyd2022,1,60
akshay kumar,22,21.2
polls,2,45.5
training,20,34.0
miss universe,2,40
deoghar,2,60
rescue,9,37.1
elections2022,3,49
all india police equestrian championship,1,60
all india police duty meet,1,60
surya namaskar,2,40.5
water wing,1,60
raising day,1,60
up polls,1,60
slithering,1,60
commando,1,60
janbaz,1,60
btc,1,60
mountaineering expedition,2,40.5
#instagram,31,18.3
#pixstory,770,21.3
#covid,13,24.9
funding,3,28.7
edtech,2,40.5
startup,21,30
startup india,9,21.6
surfing,6,17.3
holidays,21,22.6
vacation,28,25.4
vacation throwback,6,23
vegan,42,21.9
healthy,77,22.8
wildlife,117,25.1
chocolate,40,23.6
womensday,3,28.3
international women's day,16,27.4
womens day,13,26.7
celiac disease,3,47
breastfeeding,48,30.9
link between early nutrition and later diseases,2,59
breastfeeding week,56,25.1
diet talk,79,25.3
diet tips,84,24.0
women’s rights,2,42
women’s health,6,31.7
diet talks,31,26.2
diet myths,2,59
new moms,3,45.7
health talk,1,59
understanding food,1,59
weight management,2,42
liquid diet,2,41
dietary guidelines,47,23
health diet,1,59
weight loss solutions,1,59
diary sensitive,1,59
dieting,3,32.3
pregnancy and obesity,1,59
diet health,1,59
tips,7,25.9
painy,1,69
scripture,2,69
facts,41,24.3
night-life,1,69
driving disaster,1,69
folktales,1,69
peacock,5,28.6
politics!!!,1,69
quiz,10,24.9
citizen,2,43.5
personage,1,69
astronomy,9,33.3
kismet,1,69
navratri scripture,1,69
financial markets,1,69
toilet humour,1,69
traditional games,1,69
celebration,48,25.7
quaint history,1,69
remembering,2,56
flowers,160,26.0
books and books,1,69
food hacks,1,69
golf,36,33.3
employee,2,54
human spirit,1,69
guiding light,1,69
remembering 9/11,1,69
medical doctor,8,32.1
famous,4,32
gazprom,4,32.2
nord stream 2,8,26.2
faith birol,1,22
iea,8,21.9
germany,67,25.2
afghan taliban,4,22
evacuation,1,22
humanitarian crisis,16,23.4
arpah,4,21.2
nih,1,22
beau biden,1,22
lowa campaign,1,22
obesity,5,30
pakistan tour by australia,1,22
2009 terror attack in lahore,1,22
pakistan super league,1,22
mohandas gandhi,1,22
swami paramahansa yogananda,1,22
autobiography of a yogi,2,21.5
gandhi world peace memorial,1,22
lake shrine,1,22
martin luther king junior,8,32.1
nelson mandela,2,28
gandhi's ashes,1,22
nazanin zaghari-ratcliffe,1,22
anousheh ashouri,1,22
iran,34,23.3
chieftain battle tanks,1,22
liz truss,3,25
eric zemmour,3,23.3
marine le pe,1,22
muslims in france,1,22
emmanuel macron,19,22.6
conspiracy theories,3,27.7
kennedy assassination,1,22
5g,11,22.2
obama's birth certificate,1,22
ufos,1,22
elvis presley,3,18.7
tobacco laws,2,21.5
anti-smoking,1,22
public advertisement,1,22
referendum,1,22
campaigns,2,19
iran nuclear talks,5,22
vienna,5,22
biden administration,18,32.5
maha al-mutairi,1,22
transphobic law,1,22
imitation of the opposite sex,1,22
cross-dressing,1,22
discrimination,12,24
david bennett,1,22
edward shumaker,1,22
leslie downey,1,22
maryland medical centre,1,22
bioethics,1,22
xenotransplant,2,30.5
east africa,2,30.5
food shortage,2,22
wheat allergy,1,22
ussr,6,36.2
cold war,8,26.1
imperialist,2,30.5
lenin,1,22
stalin,4,34.8
czars,1,22
gotabaya rajapaksa,3,23
economic crisis,7,24
imf,2,22
credit suisse,3,22.7
switzerland,17,29.8
credit suisse scandal,1,22
european parliament,15,29
sanctions against russia,17,31.2
sanctions,10,33.8
novorossiya,1,22
foundations of geopolitics,1,22
anti-liberalism,1,22
anti-semitism,1,22
anti-feminism,1,22
luxury brands,1,22
perfume,4,23
lvmh,5,21.2
louis vuitton,20,20.9
chanel,25,21.1
greenpeace,1,22
jennifer morgan,1,22
annalena baerbock,2,22
green party,2,22
blasphemy,1,22
blasphemy lynchings,1,22
electromagnetic energy,1,22
ultrasound waves,1,22
psychological,4,21.2
hidden device,1,22
us intelligence,4,26.2
mig-29,1,22
fighter planes,5,30
sergio mattarella,4,44.2
silvio berlusconi,2,22
mario draghi,2,22
italian president,1,22
maskirovka,1,22
deceptive news,1,22
volodymyr zelensky,16,30.1
putin,71,33.9
crimea,6,24.8
puzzles,2,23
word game,1,22
josh wardle,1,22
sudoku,2,20.5
new york times,6,49.5
gen z,2,20.5
millenials,1,22
pro-life,1,22
progressives,1,22
conservatives,4,34.8
poverty,9,32.9
ideologies,2,30.5
renewable energy,4,19.5
grid,1,22
public utility,1,22
cpuc,1,22
antimicrobial resistance,2,30.5
antibiotics,3,33.3
amr,1,22
mohsen naghavi,1,22
gardp,1,22
sierra leone,5,27
zambia,10,31.1
vaccine inequity,1,22
death registration,1,22
lusaka,1,22
ebola,1,22
malaria,5,25.2
antony blinken,6,22
hawaii,7,24.6
moon jae-in,4,23
kim jong-un,8,22.4
missile tests,1,22
green energy,9,20.9
renewables,1,22
wind,1,22
solar,2,28
nuclear waste,2,22
doomsday,1,22
apocalypse,2,27
doomsday clock,1,22
nuclear bomb,9,32
zew sentiment,1,22
stagflation,2,30.5
energy crisis,7,30.1
volkswagen,3,26.7
merkel,1,22
russian ruble,1,22
russian central bank,1,22
russian direct investment fund,1,22
ashraf ghani,3,21.7
organ market,1,22
taliban,51,22.6
unhcr,17,21.2
delta,3,22
censorship,6,24.8
propaganda,5,23.8
dmitry muratov,3,33
novaya gazeta,5,48.4
tv rain,1,22
echo of moscow,1,22
soyuz ms-19,1,22
international space station,3,29
mark vande hai,1,22
roscosmos,4,23
syrian democratic forces,1,22
ghweran,1,22
abu ghraib,1,22
kurdish,1,22
sean penn,1,22
activism,8,24
antiwar,1,22
iraq war,2,21.5
humanitarianism,3,22.7
alexander lukashenko,2,22
loyal supporter,1,22
military aids,1,22
battalions,1,22
nuclear attack,1,22
sue gray,3,33.3
sue gray report,3,33.3
boris johnson,29,32.6
10 downing street,2,30.5
ruble,2,30.5
oil and gas,2,21.5
sergiy kyslytsya,1,22
un session,1,22
voldymyr zelensky,1,22
text message,1,22
conscripts,2,22
fidel castro,1,22
oppression,2,22
dictator,3,22
daniel ortega,1,22
somoza,1,22
sandinista,1,22
guerilla,1,22
zhangjiakan,1,22
artificial snow,1,22
snow guns,1,22
snow lances,1,22
environmental cost,7,32.3
gobi,1,22
climate action,48,31.5
energy resources,11,26.8
un secretary general,1,22
lavrov,1,22
geneva,1,22
italy's presidential elections,1,22
bunga bunga,1,22
facebook,34,28.3
meta,13,30.2
stock market,26,23.1
mark zuckerberg,6,26.7
apple-facebook feud,1,22
privacy,17,25.4
conservatives-progressives debate,1,22
political polarization,1,22
us elections,4,34.8
white supremacist,1,22
prri,1,22
capitol right,1,22
un ipcc,2,30.5
global warming,37,25.3
airbnb,4,35.8
russia-ukraine conflict,11,23
quentin quarantino,1,22
california state university,1,22
equality labs,1,22
thenmozhi soundararajan,1,22
praveen sinha,1,22
isabelle wilkerson,1,22
caste,3,22.7
race,16,24.9
jake sullivan,1,22
us-china talks,1,22
russia-ukraine war,11,22.2
yang jiechi,1,22
general kenneth wilsbach,1,22
intercontinental ballistic missile,2,24
north korea missile launch,4,21.8
mesothelioma,1,22
carcinogenic,1,22
carbon sink,1,22
carbon neutral,1,22
mining,3,22
diamond,2,20.5
copper,1,22
nickel,1,22
gas crisis,1,22
nord stream,2,22
european union,46,27.7
daylight saving time,3,30.7
energy,27,27.0
sunshine protection act,1,22
afghanistan,491,23.6
humanitarian aid for afghanistan,7,23
world bank report,2,21.5
hunger and starvation in afghanistan,6,21.2
chagos islands,1,22
great britain,2,24
mauritius,1,22
atolls,1,22
diego garcia island,1,22
extreme weather,3,33.3
ipcc,3,24.3
florence,2,21.5
misrepresentation,1,22
racist,4,30.2
imran khan,33,20.1
naya pakistan,1,22
no-confidence motion,2,22
pakistan muslim league,1,22
people's party,1,22
mqm,1,22
pti,1,22
bytedance,1,22
nazi regime,1,22
ghost of kyiv,1,22
war footage,1,22
video sharing,1,22
fake news,12,30.5
international olympic committee,1,22
ioc,3,28.7
taipei,1,22
people's republic of china,1,22
one china policy,1,22
republic of taiwan,1,22
nuclear engineer,1,22
restricted data,1,22
naval reactors,1,22
annapolis,1,22
virginia,1,22
espionage,1,22
abraham accords,2,24
israeli- palestinian conflict,1,22
houthis,1,22
tehran,1,22
nuclear threat,1,22
nuremberg trial,1,22
icc,8,23.1
icj,1,22
gordon brown,1,22
john major,1,22
britain,11,26.3
1918 influenza,1,22
novel coronavirus,2,22
viruses,2,30.5
cherry blossoms,5,20.2
nazi germany,4,22
nazism,5,22
smell,7,23
biology,10,22.3
genetics,2,21
evolution,11,31.7
yaghan,1,22
chile,15,26
cristina calderón,1,22
tierra del fuego,1,22
my2022,2,22
citizenlab,1,22
cpj,2,22
closed loop bubble,1,22
censor,1,22
surveillance,4,25.2
maia sandu,1,22
transnistria,1,22
odessa,2,22
chisinau,1,22
refugees,24,26.1
energy prices,5,32
crude oil,4,21.5
natural gas,5,24.4
semiconductor,4,26.2
food prices,2,33.5
sanctions against iran,1,22
n95 masks,3,22.3
kn95,1,22
marina litvinovich,1,22
aleksei navalny,1,22
civil society,1,22
millennium challenge corporation nepal compact,1,22
nepal,15,34.5
mcc,1,22
nepal communist party,1,22
sher bahadur deuba,1,22
nuclear option,1,22
swift,3,22
pesel,1,22
crimea 2014,1,22
solidarity,3,32.7
kyiv,6,21.7
mekong,1,22
irrawaddy dolphin,1,22
stung treng,1,22
chheuteal area,1,22
cambodia,2,21.5
roskomnadzor,3,22
regulator,1,22
disinformation,2,31.5
vkontakte,1,22
appy,1,22
rossgram,1,22
soyuz,2,22
iss,3,27.7
oneweb,2,22
dmitry rogozin,2,22
scott kelly,1,22
recep tayyip erdogan,3,22
universal health care,2,26.5
turkish medical association,1,22
buddhist,3,27.3
dalai lama,9,45.4
martin luther king,3,36.7
jr,2,30.5
north vietnam,1,22
nobel peace prize,4,30.8
thich nhat hanh,3,33.3
bernice king,1,22
plum society,1,22
vietnam,6,33
geomagnetic storms,2,22
spacex,7,22.9
solar maximum,1,22
starlink,4,22
internet service,4,30.5
broadband,2,22
benjamin netanyahu,2,22
calcalist,1,22
hacked,3,27
naftali bennett,3,22
nso,1,22
plea deal,1,22
corruption,9,20.3
case 4000,1,22
waste water,2,30.5
pathogen,1,22
microbiologists,2,30.5
poliovirus,1,22
racial equality,11,33.1
gotland,1,22
baltic sea,2,30.5
peter hultqvist,1,22
drones,6,24.7
magdalena andersson,1,22
latin america,5,27.2
abortion rights,93,25.4
women's autonomy,37,23.3
vasectomy,1,22
tactical nuclear weapon,2,22
nuclear conflict,1,22
pew reaearch,1,22
pentagon,7,22.9
arts,55,21.4
bollywood music,514,22.3
orphans,1,22
orphanage,1,22
traffickers,1,22
james elder,1,22
unicef,91,22.9
mariupol,4,21.8
lviv,3,22
save the children,6,25.7
environmental protection agency,2,21
mercury and air toxic standards,2,30.5
michael s. regan,1,22
scrubbers,1,22
mat,3,19.3
svetlana khorkina,1,22
z on russian tanks,1,22
z,1,22
ivan kuliak,2,28
cairo,3,31.3
military assistance,1,22
abdel fattah el-sisi,1,22
alaa abdel fattah,1,22
torture,2,22
persecution,1,22
mega-constellation,1,22
project kuiper,1,22
viasat,1,22
fcc,1,22
freedom convoy,9,31.4
peter sloly,1,22
truckers,4,34.8
us republicans,1,22
justice stephen g. breyer,1,22
mitch mcconnell,2,22
senate,4,28.8
zelensky,8,30.2
ted cruz,2,22
francis fukuyama,1,22
liberalism,2,22
right-wing populism,1,22
malnutrition in children,1,22
afghan assets,5,26
da afghanistan bank,1,22
humanitarian relief,1,22
litigation,1,22
9/11 victims,1,22
houthi rebels,3,22
yemen,9,31.1
abu dhabi,5,23.8
isaac herzog,1,22
persian gulf,1,22
pakistan army,7,21.3
islamist militants,1,22
ulysses,2,22.5
james joyce,2,22.5
fiction,31,19.1
ireland,8,37.2
xenophobia,2,22
hungary,10,27.4
racial discrimination,4,25.2
whoopi goldberg,2,22
holocaust,9,32.7
maus,2,22
white supremacy,2,20.5
mali,3,24.3
french ambassador,1,22
wagner group,3,22
content moderation,1,22
downvote,1,22
troll,5,22
demographic crisis,1,22
one-child policy,1,22
2021 census,1,22
birth rates,1,22
labor shortages,1,22
ketanji brown jackson,12,31.1
stephen breyer,3,27.7
harvard,2,22
nuclear reactors,1,22
edf,1,22
belfort,1,22
carbon neutrality,1,22
centrist,1,22
volodymyr zelenskyy,9,31.2
brexit,3,29
propoganda,1,22
mq-19 reaper,1,22
us central command,1,22
collateral damages,1,22
counter terrorism,2,30.5
hurricane of hunger,1,22
world food program,7,21.3
fao,3,21.3
europe's breadbasket,1,22
wheat,6,20.8
fertilizer,1,22
sunflower oil,1,22
auto industry,1,22
smartphones,8,40.1
president joe biden,7,24.4
withdrawal from afghanistan,1,22
american rescue plan,1,22
build back better,1,22
approval ratings,2,22.5
vaccine rollout,1,22
ministry of defence,3,23.7
raisa smatko,1,22
petrol bomb,1,22
incendiary fluid,1,22
plastic pollution,6,25.3
plastic,12,23
unep,2,21.5
industry,10,21.5
garbage,2,21
british museum,2,38.5
burton agnes,1,22
folkton,1,22
stonehenge,1,22
neil wilkin,1,22
allen archaeology,1,22
right wing,9,47.7
justin trudeau,7,24.3
ottawa,5,32.2
ambassador bridge,2,22
vaccine mandate,6,25
russian invasion,9,25.3
crude oil price,1,22
stock markets,5,28.6
mustafa el nezzel,1,22
mehmet aslan,1,22
munzir el nezzel,1,22
siena,1,22
tetra-amelia,1,22
nicolas maduro,1,22
juan guaido,1,22
russian gas,1,22
lithuania,4,24.8
rohingyas,1,22
atrocities,1,22
aung san suu kyi,3,22
mike pompeo,1,22
ba.1,1,22
kei sato,1,22
david ho,1,22
sub variant,1,22
tedros adhanom ghebreyesus,4,26.2
tedros,1,22
ethiopia,7,27.7
tigrayan,3,33.3
tigray rebels,3,33.3
abiy ahmed,1,22
frozen money of afghanistan,1,22
protests in kabul,1,22
wheat production,1,22
david beasley,1,22
food crisis,4,25.8
security council,2,22
belize,1,22
british royalty,2,23.5
prince william,1,22
tamana zaryabi paryani,1,22
zero covid policy,2,22
xi jinping,9,30.3
joint european torus,1,22
nuclear fusion,2,30.5
uk atomic energy agency,1,22
olaf scholz,2,22
bundestag,1,22
third reich,1,22
nazi past,1,22
warmonger putin,1,22
hamid karzai,6,21.5
shuhabuddin delawar,1,22
von brandt,1,22
ukrainian refugees,5,32.4
viktor orban,3,18.7
un high commissioner for refugee,2,21.5
cryptocurrencies,7,33.4
ethereum,3,22
guernica,1,22
pablo picasso,3,32
rockefeller,1,22
peru,6,28
pacific,2,24
la pampilla,1,22
repsol,1,22
oil spill,3,33.3
clean-up,2,30.5
biodiversity hotspot,1,22
arnold schwarzenegger,2,22
war propoganda,11,37.4
eteri tutberidze,1,22
roc,1,22
thomas bach,2,22
wada,1,22
anne frank,2,20.5
the betrayal of anne frank,1,22
rosemary sullivan,1,22
the diary of a young girl,1,22
amsterdam,7,24.3
auschwitz,1,22
bergen-belsen camp,1,22
vincent pankoke,1,22
casualties,1,22
death toll,1,22
chechnya,2,22
vitaly gerasimov,1,22
andrei kolesnikov,1,22
h1n1,1,22
mers,1,22
new zealand,72,21.0
nordic,2,23.5
three ts,1,22
beijing olympics,18,35
beijing 2022,43,38.3
zhu yi,1,22
free style skating,1,22
weibo,1,22
chinese social media,1,22
jacob zuma,1,22
south africa,16,29.6
